source;target;number;playerName;age;position;value;transferFee;season;loanEnd;loanStart;loanFee;sourceOriginal;targetOriginal;transferFeeOriginal
Spartak Moskau;Borussia Mönchengladbach;13478;Martin Stranzl;30;def;3,00E+06;800000;2010;0;0;NA;Spartak Moskau;Borussia Mönchengladbach;800 Tsd. €
Besiktas Istanbul;Borussia Mönchengladbach;13479;Michael Fink;28;mid;1700000;700000;2010;0;1;700000;Besiktas Istanbul;Borussia Mönchengladbach;Leihgebühr:700 Tsd. €
Hannover 96;Borussia Mönchengladbach;13480;Mike Hanke;27;fwd;1,00E+06;0;2010;0;0;NA;Hannover 96;Borussia Mönchengladbach;ablösefrei
FC Arsenal Reserves;Borussia Mönchengladbach;13481;Havard Nordtveit;20;def;1,00E+06;0;2010;0;0;NA;FC Arsenal Reserves;Borussia Mönchengladbach;ablösefrei
Preußen Münster;Borussia Mönchengladbach;13482;Jens Wissing;22;def;150000;0;2010;0;0;NA;Preußen Münster;Borussia Mönchengladbach;ablösefrei
SC Freiburg;Borussia Mönchengladbach;13483;Mohamadou Idrissou;30;fwd;2500000;0;2010;0;0;NA;SC Freiburg;Borussia Mönchengladbach;ablösefrei
Borussia Mönchengladbach;Borussia Mönchengladbach;13484;Marc-André ter Stegen;18;gkp;1,00E+05;0;2010;0;0;NA;Borussia Mönchengladbach U19;Borussia Mönchengladbach;-
Borussia Mönchengladbach;Borussia Mönchengladbach;13485;Bernhard Janeczek;18;def;NA;0;2010;0;0;NA;Borussia Mönchengladbach U19;Borussia Mönchengladbach;-
SC Paderborn 07;Borussia Mönchengladbach;13486;Sebastian Schachten;25;def;5,00E+05;0;2010;1;0;NA;SC Paderborn 07;Borussia Mönchengladbach;Leih-Ende30.06.2010
Borussia Mönchengladbach;Hertha BSC;13487;Rob Friend;29;fwd;2500000;1800000;2010;0;0;NA;Borussia Mönchengladbach;Hertha BSC;1,80 Mio. €
Borussia Mönchengladbach;Maccabi Tel Aviv;13488;Gal Alberman;27;mid;4,00E+05;180000;2010;0;0;NA;Borussia Mönchengladbach;Maccabi Tel Aviv;180 Tsd. €
Borussia Mönchengladbach;FC Augsburg;13489;Jan-Ingwer Callsen-Bracker;26;def;350000;0;2010;0;0;NA;Borussia Mönchengladbach;FC Augsburg;ablösefrei
Borussia Mönchengladbach;Aris Thessaloniki;13490;Raúl Bobadilla;23;fwd;2500000;0;2010;0;1;NA;Borussia Mönchengladbach;Aris Thessaloniki;Leihe
Borussia Mönchengladbach;Feyenoord Rotterdam;13491;Marcel Meeuwis;30;mid;1250000;0;2010;0;1;NA;Borussia Mönchengladbach;Feyenoord Rotterdam;Leihe
Borussia Mönchengladbach;Rot-Weiß Oberhausen;13492;Moses Lamidi;22;fwd;2,00E+05;0;2010;0;0;NA;Borussia Mönchengladbach;Rot-Weiß Oberhausen;ablösefrei
Borussia Mönchengladbach;Maccabi Tel Aviv;13493;Roberto Colautti;28;fwd;1,00E+06;0;2010;0;0;NA;Borussia Mönchengladbach;Maccabi Tel Aviv;ablösefrei
Borussia Mönchengladbach;Arminia Bielefeld;13494;Oliver Neuville;37;fwd;5,00E+05;0;2010;0;0;NA;Borussia Mönchengladbach;Arminia Bielefeld;ablösefrei
Borussia Mönchengladbach;SpVgg Greuther Fürth;13495;Thomas Kleine;32;def;6,00E+05;0;2010;0;0;NA;Borussia Mönchengladbach;SpVgg Greuther Fürth;ablösefrei
Borussia Mönchengladbach;SV Sandhausen;13496;Frederic Löhe;21;gkp;2,00E+05;20000;2010;0;1;20000;Borussia Mönchengladbach;SV Sandhausen;Leihgebühr:20 Tsd. €
Borussia Mönchengladbach;Aston Villa;13497;Michael Bradley;23;mid;5,00E+06;0;2010;0;1;NA;Borussia Mönchengladbach;Aston Villa;Leihe
NK Osijek;Bayer 04 Leverkusen;13498;Domagoj Vida;21;def;3,00E+06;2400000;2010;0;0;NA;NK Osijek;Bayer 04 Leverkusen;2,40 Mio. €
Hamburger SV;Bayer 04 Leverkusen;13499;Sidney Sam;22;fwd;3,00E+06;2000000;2010;0;0;NA;Hamburger SV;Bayer 04 Leverkusen;2,00 Mio. €
Akademisk Boldklub;Bayer 04 Leverkusen;13500;Nicolai Jörgensen;19;fwd;2,00E+05;800000;2010;0;0;NA;Akademisk Boldklub;Bayer 04 Leverkusen;800 Tsd. €
HNK Rijeka;Bayer 04 Leverkusen;13501;Zvonko Pamic;19;mid;1,00E+06;500000;2010;0;0;NA;HNK Rijeka;Bayer 04 Leverkusen;500 Tsd. €
SpVgg Greuther Fürth;Bayer 04 Leverkusen;13502;Kevin Kampl;20;mid;1,00E+05;0;2010;0;0;NA;SpVgg Greuther Fürth;Bayer 04 Leverkusen;ablösefrei
Urawa Red Diamonds;Bayer 04 Leverkusen;13503;Hajime Hosogai;24;mid;1500000;0;2010;0;0;NA;Urawa Red Diamonds;Bayer 04 Leverkusen;ablösefrei
Hannover 96;Bayer 04 Leverkusen;13504;Hanno Balitsch;29;mid;3,00E+06;0;2010;0;0;NA;Hannover 96;Bayer 04 Leverkusen;ablösefrei
FC Chelsea;Bayer 04 Leverkusen;13505;Michael Ballack;33;mid;2,00E+07;0;2010;0;0;NA;FC Chelsea;Bayer 04 Leverkusen;ablösefrei
Bayer 04 Leverkusen;Bayer 04 Leverkusen;13506;Thanos Petsos;19;mid;NA;0;2010;0;0;NA;Bayer 04 Leverkusen U19;Bayer 04 Leverkusen;-
Associação Portuguesa de Desportos (SP);Bayer 04 Leverkusen;13507;Lucas Rocha;19;def;NA;0;2010;1;0;NA;Associação Portuguesa de Desportos (SP) B;Bayer 04 Leverkusen;Leih-Ende31.12.2010
1.FC Nürnberg;Bayer 04 Leverkusen;13508;Marcel Risse;20;mid;1,00E+06;0;2010;1;0;NA;1.FC Nürnberg;Bayer 04 Leverkusen;Leih-Ende30.06.2010
FC Energie Cottbus;Bayer 04 Leverkusen;13509;Sascha Dum;23;mid;7,00E+05;0;2010;1;0;NA;FC Energie Cottbus;Bayer 04 Leverkusen;Leih-Ende30.06.2010
Hertha BSC;Bayer 04 Leverkusen;13510;Theofanis Gekas;30;fwd;3,00E+06;0;2010;1;0;NA;Hertha BSC;Bayer 04 Leverkusen;Leih-Ende30.06.2010
FC Augsburg;Bayer 04 Leverkusen;13511;Jens Hegeler;22;mid;9,00E+05;0;2010;1;0;NA;FC Augsburg;Bayer 04 Leverkusen;Leih-Ende30.06.2010
Bayer 04 Leverkusen;VfL Wolfsburg;13512;Patrick Helmes;26;fwd;8500000;5000000;2010;0;0;NA;Bayer 04 Leverkusen;VfL Wolfsburg;5,00 Mio. €
Bayer 04 Leverkusen;Eintracht Frankfurt;13513;Theofanis Gekas;30;fwd;3,00E+06;1000000;2010;0;0;NA;Bayer 04 Leverkusen;Eintracht Frankfurt;1,00 Mio. €
Bayer 04 Leverkusen;FC Schalke 04;13514;Hans Sarpei;34;def;5,00E+05;400000;2010;0;0;NA;Bayer 04 Leverkusen;FC Schalke 04;400 Tsd. €
Bayer 04 Leverkusen;1.FSV Mainz 05;13515;Marcel Risse;20;mid;1,00E+06;150000;2010;0;1;150000;Bayer 04 Leverkusen;1.FSV Mainz 05;Leihgebühr:150 Tsd. €
Bayer 04 Leverkusen;FC Augsburg;13516;Hajime Hosogai;24;mid;1500000;0;2010;0;1;NA;Bayer 04 Leverkusen;FC Augsburg;Leihe
Bayer 04 Leverkusen;SpVgg Greuther Fürth;13517;Burak Kaplan;20;mid;5,00E+05;0;2010;0;1;NA;Bayer 04 Leverkusen;SpVgg Greuther Fürth;Leihe
Bayer 04 Leverkusen;Alemannia Aachen;13518;Thomas Zdebel;37;mid;3,00E+05;0;2010;0;0;NA;Bayer 04 Leverkusen;Alemannia Aachen;ablösefrei
Bayer 04 Leverkusen;Fortuna Düsseldorf;13519;Sascha Dum;23;mid;7,00E+05;0;2010;0;0;NA;Bayer 04 Leverkusen;Fortuna Düsseldorf;ablösefrei
Bayer 04 Leverkusen;FC Augsburg;13520;Lukas Sinkiewicz;24;mid;1400000;0;2010;0;0;NA;Bayer 04 Leverkusen;FC Augsburg;ablösefrei
Bayer 04 Leverkusen;SC Freiburg;13521;Zvonko Pamic;19;mid;1,00E+06;0;2010;0;1;NA;Bayer 04 Leverkusen;SC Freiburg;Leihe
Bayer 04 Leverkusen;SpVgg Greuther Fürth;13522;Kevin Kampl;19;mid;1,00E+05;0;2010;0;0;NA;Bayer 04 Leverkusen;SpVgg Greuther Fürth;ablösefrei
Bayer 04 Leverkusen;1.FC Kaiserslautern;13523;Lucas Rocha;19;def;NA;0;2010;0;1;NA;Bayer 04 Leverkusen;1.FC Kaiserslautern;Leihe
Bayer 04 Leverkusen;1.FC Nürnberg;13524;Jens Hegeler;22;mid;9,00E+05;0;2010;0;1;NA;Bayer 04 Leverkusen;1.FC Nürnberg;Leihe
Bayer 04 Leverkusen;1.FC Kaiserslautern;13525;Thanos Petsos;19;mid;1,00E+05;0;2010;0;1;NA;Bayer 04 Leverkusen;1.FC Kaiserslautern;Leihe
Bayer 04 Leverkusen;FC Bayern München;13526;Toni Kroos;20;mid;1,20E+07;0;2010;1;0;NA;Bayer 04 Leverkusen;FC Bayern München;Leih-Ende30.06.2010
Juventus Turin;VfB Stuttgart;13527;Cristian Molinaro;26;def;5,00E+06;3900000;2010;0;0;NA;Juventus Turin;VfB Stuttgart;3,90 Mio. €
FC Bayern München;VfB Stuttgart;13528;Georg Niedermeier;24;def;3,00E+06;3500000;2010;0;0;NA;FC Bayern München II;VfB Stuttgart;3,50 Mio. €
FC Valenciennes;VfB Stuttgart;13529;Johan Audel;26;fwd;3200000;2500000;2010;0;0;NA;FC Valenciennes;VfB Stuttgart;2,50 Mio. €
Juventus Turin;VfB Stuttgart;13530;Mauro Camoranesi;33;mid;5500000;2000000;2010;0;0;NA;Juventus Turin;VfB Stuttgart;2,00 Mio. €
RC Straßburg Alsace;VfB Stuttgart;13531;Mamadou Bah;22;mid;9,00E+05;600000;2010;0;0;NA;RC Straßburg Alsace;VfB Stuttgart;600 Tsd. €
Borussia Dortmund;VfB Stuttgart;13532;Marc Ziegler;34;gkp;5,00E+05;300000;2010;0;0;NA;Borussia Dortmund;VfB Stuttgart;300 Tsd. €
SV Werder Bremen;VfB Stuttgart;13533;Martin Harnik;23;fwd;1600000;300000;2010;0;0;NA;SV Werder Bremen;VfB Stuttgart;300 Tsd. €
FC Liverpool;VfB Stuttgart;13534;Philipp Degen;27;def;1500000;0;2010;0;1;NA;FC Liverpool;VfB Stuttgart;Leihe
VfL Wolfsburg;VfB Stuttgart;13535;Christian Gentner;24;mid;7,00E+06;0;2010;0;0;NA;VfL Wolfsburg;VfB Stuttgart;ablösefrei
Borussia Dortmund;VfB Stuttgart;13536;Tamás Hajnal;29;mid;1750000;0;2010;0;1;NA;Borussia Dortmund;VfB Stuttgart;Leihe
Shimizu S-Pulse;VfB Stuttgart;13537;Shinji Okazaki;24;fwd;2200000;0;2010;0;0;NA;Shimizu S-Pulse;VfB Stuttgart;ablösefrei
1.FC Kaiserslautern;VfB Stuttgart;13538;Georges Mandjeck;21;mid;2,00E+06;0;2010;1;0;NA;1.FC Kaiserslautern;VfB Stuttgart;Leih-Ende30.06.2010
Hannover 96;VfB Stuttgart;13539;Élson;28;mid;2,00E+06;0;2010;1;0;NA;Hannover 96;VfB Stuttgart;Leih-Ende30.06.2010
VfB Stuttgart;Real Madrid;13540;Sami Khedira;23;mid;1,80E+07;14000000;2010;0;0;NA;VfB Stuttgart;Real Madrid;14,00 Mio. €
VfB Stuttgart;TSG 1899 Hoffenheim;13541;Sebastian Rudy;20;mid;1500000;4000000;2010;0;0;NA;VfB Stuttgart;TSG 1899 Hoffenheim;4,00 Mio. €
VfB Stuttgart;FC Stade Rennes;13542;Georges Mandjeck;21;mid;2,00E+06;1200000;2010;0;0;NA;VfB Stuttgart;FC Stade Rennes;1,20 Mio. €
VfB Stuttgart;1.FC Köln;13543;Martin Lanig;25;mid;2,00E+06;700000;2010;0;0;NA;VfB Stuttgart;1.FC Köln;700 Tsd. €
VfB Stuttgart;1.FC Nürnberg;13544;Julian Schieber;21;fwd;2,00E+06;500000;2010;0;1;500000;VfB Stuttgart;1.FC Nürnberg;Leihgebühr:500 Tsd. €
VfB Stuttgart;1.FC Kaiserslautern;13545;Clemens Walch;23;mid;3,00E+05;100000;2010;0;0;NA;VfB Stuttgart;1.FC Kaiserslautern;100 Tsd. €
VfB Stuttgart;Club Atlético Lanús;13546;Mauro Camoranesi;34;mid;2,00E+06;0;2010;0;0;NA;VfB Stuttgart;Club Atlético Lanús;ablösefrei
VfB Stuttgart;CF Monterrey;13547;Ricardo Osorio;30;def;2,00E+06;0;2010;0;0;NA;VfB Stuttgart;CF Monterrey;ablösefrei
VfB Stuttgart;Besiktas Istanbul;13548;Roberto Hilbert;25;def;2500000;0;2010;0;0;NA;VfB Stuttgart;Besiktas Istanbul;ablösefrei
VfB Stuttgart;Grasshopper Club Zürich;13549;Alessandro Riedle;19;mid;3,00E+05;NA;2010;0;0;NA;VfB Stuttgart;Grasshopper Club Zürich;?
VfB Stuttgart;pausiert;13550;Jens Lehmann;40;gkp;2,00E+06;0;2010;0;0;NA;VfB Stuttgart;pausiert;-
VfB Stuttgart;VfB Stuttgart;13551;Matthias Schwarz;22;mid;4,00E+05;0;2010;0;0;NA;VfB Stuttgart;VfB Stuttgart II;-
VfB Stuttgart;FC Bayern München;13552;Georg Niedermeier;24;def;3,00E+06;0;2010;1;0;NA;VfB Stuttgart;FC Bayern München II;Leih-Ende30.06.2010
VfB Stuttgart;FC Barcelona;13553;Aleksandr Hleb;29;mid;1,00E+07;0;2010;1;0;NA;VfB Stuttgart;FC Barcelona;Leih-Ende30.06.2010
VfB Stuttgart;Juventus Turin;13554;Cristian Molinaro;26;def;5,00E+06;0;2010;1;0;NA;VfB Stuttgart;Juventus Turin;Leih-Ende30.06.2010
Vålerenga Fotball;Hannover 96;13555;Mohammed Abdellaoue;24;fwd;1100000;1000000;2010;0;0;NA;Vålerenga Fotball;Hannover 96;1,00 Mio. €
Karlsruher SC;Hannover 96;13556;Lars Stindl;21;fwd;1750000;0;2010;0;0;NA;Karlsruher SC;Hannover 96;ablösefrei
Manchester United;Hannover 96;13557;Ron-Robert Zieler;21;gkp;3,00E+05;0;2010;0;0;NA;Manchester United U23;Hannover 96;ablösefrei
Karlsruher SC;Hannover 96;13558;Markus Miller;28;gkp;1400000;0;2010;0;0;NA;Karlsruher SC;Hannover 96;ablösefrei
Rot-Weiß Oberhausen;Hannover 96;13559;Moritz Stoppelkamp;23;fwd;1,00E+06;0;2010;0;0;NA;Rot-Weiß Oberhausen;Hannover 96;ablösefrei
FC Middlesbrough;Hannover 96;13560;Emanuel Pogatetz;27;def;3500000;0;2010;0;0;NA;FC Middlesbrough;Hannover 96;ablösefrei
Glasgow Rangers;Hannover 96;13561;DaMarcus Beasley;28;def;1750000;0;2010;0;0;NA;Glasgow Rangers;Hannover 96;ablösefrei
FC Basel 1893;Hannover 96;13562;Carlitos;27;mid;1,00E+06;0;2010;0;0;NA;FC Basel 1893;Hannover 96;ablösefrei
Hannover 96;Hannover 96;13563;Willi Evseev;18;mid;NA;0;2010;0;0;NA;Hannover 96 U19;Hannover 96;-
Hannover 96;Hannover 96;13564;Christopher Avevor;18;def;NA;0;2010;0;0;NA;Hannover 96 U19;Hannover 96;-
Hannover 96;Hannover 96;13565;Felix Burmeister;20;def;75000;0;2010;0;0;NA;Hannover 96 II;Hannover 96;-
Hannover 96;SC Freiburg;13566;Jan Rosenthal;24;fwd;3,00E+06;550000;2010;0;0;NA;Hannover 96;SC Freiburg;550 Tsd. €
Hannover 96;Borussia Mönchengladbach;13567;Mike Hanke;27;fwd;1,00E+06;0;2010;0;0;NA;Hannover 96;Borussia Mönchengladbach;ablösefrei
Hannover 96;Örebro SK;13568;Valdet Rama;23;fwd;350000;0;2010;0;0;NA;Hannover 96;Örebro SK;ablösefrei
Hannover 96;FC Slovan Liberec;13569;Jiri Stajner;34;fwd;1,00E+06;0;2010;0;0;NA;Hannover 96;FC Slovan Liberec;ablösefrei
Hannover 96;Bayer 04 Leverkusen;13570;Hanno Balitsch;29;mid;3,00E+06;0;2010;0;0;NA;Hannover 96;Bayer 04 Leverkusen;ablösefrei
Hannover 96;KSV Hessen Kassel;13571;Morten Jensen;22;gkp;1,00E+05;0;2010;0;0;NA;Hannover 96;KSV Hessen Kassel;ablösefrei
Hannover 96;SV Werder Bremen;13572;Leon Balogun;22;def;1,00E+05;0;2010;0;0;NA;Hannover 96;SV Werder Bremen II;ablösefrei
Hannover 96;Holstein Kiel;13573;Sofien Chahed;20;mid;75000;0;2010;0;0;NA;Hannover 96;Holstein Kiel;ablösefrei
Hannover 96;CD Chivas USA;13574;Sal Zizzo;23;def;150000;0;2010;0;0;NA;Hannover 96;CD Chivas USA;ablösefrei
Hannover 96;Vereinslos;13575;Vinícius;29;def;1,00E+06;0;2010;0;0;NA;Hannover 96;Vereinslos;-
Hannover 96;Vereinslos;13576;Arnold Bruggink;32;mid;1500000;0;2010;0;0;NA;Hannover 96;Vereinslos;-
Hannover 96;Karriereende;13577;Jacek Krzynowek;34;mid;5,00E+05;0;2010;0;0;NA;Hannover 96;Karriereende;-
Hannover 96;Karriereende;13578;Uwe Gospodarek;36;gkp;1,00E+05;0;2010;0;0;NA;Hannover 96;Karriereende;-
Hannover 96;Lokomotiv Moskau;13579;Jan Durica;28;def;1500000;0;2010;1;0;NA;Hannover 96;Lokomotiv Moskau;Leih-Ende30.06.2010
Hannover 96;FC Sevilla;13580;Arouna Koné;26;fwd;2500000;0;2010;1;0;NA;Hannover 96;FC Sevilla;Leih-Ende30.06.2010
Hannover 96;VfB Stuttgart;13581;Élson;28;mid;2,00E+06;0;2010;1;0;NA;Hannover 96;VfB Stuttgart;Leih-Ende30.06.2010
Juventus Turin;VfL Wolfsburg;13582;Diego;25;mid;2,40E+07;15500000;2010;0;0;NA;Juventus Turin;VfL Wolfsburg;15,50 Mio. €
US Palermo;VfL Wolfsburg;13583;Simon Kjaer;21;def;1,20E+07;12500000;2010;0;0;NA;US Palermo;VfL Wolfsburg;12,50 Mio. €
GNK Dinamo Zagreb;VfL Wolfsburg;13584;Mario Mandzukic;24;fwd;7500000;7000000;2010;0;0;NA;GNK Dinamo Zagreb;VfL Wolfsburg;7,00 Mio. €
Bayer 04 Leverkusen;VfL Wolfsburg;13585;Patrick Helmes;26;fwd;8500000;5000000;2010;0;0;NA;Bayer 04 Leverkusen;VfL Wolfsburg;5,00 Mio. €
Stoke City;VfL Wolfsburg;13586;Tuncay Sanli;29;fwd;6500000;4500000;2010;0;0;NA;Stoke City;VfL Wolfsburg;4,50 Mio. €
RSC Anderlecht;VfL Wolfsburg;13587;Jan Polak;29;mid;4500000;3000000;2010;0;0;NA;RSC Anderlecht;VfL Wolfsburg;3,00 Mio. €
Hertha BSC;VfL Wolfsburg;13588;Arne Friedrich;31;def;6,00E+06;2500000;2010;0;0;NA;Hertha BSC;VfL Wolfsburg;2,50 Mio. €
Jeju United;VfL Wolfsburg;13589;Ja-cheol Koo;21;mid;1,00E+06;2000000;2010;0;0;NA;Jeju United;VfL Wolfsburg;2,00 Mio. €
Grasshopper Club Zürich;VfL Wolfsburg;13590;Nassim Ben Khalifa;18;fwd;2500000;1600000;2010;0;0;NA;Grasshopper Club Zürich;VfL Wolfsburg;1,60 Mio. €
AS Monaco;VfL Wolfsburg;13591;Dieumerci Mbokani;25;fwd;6500000;1000000;2010;0;1;1000000;AS Monaco;VfL Wolfsburg;Leihgebühr:1,00 Mio. €
Tombense Futebol Clube (MG);VfL Wolfsburg;13592;Cícero;25;mid;4500000;800000;2010;0;1;800000;Tombense Futebol Clube (MG);VfL Wolfsburg;Leihgebühr:800 Tsd. €
Zulia FC;VfL Wolfsburg;13593;Yohandry Orozco;19;mid;NA;750000;2010;0;0;NA;Zulia FC;VfL Wolfsburg;750 Tsd. €
VfL Wolfsburg;VfL Wolfsburg;13594;Akaki Gogia;18;fwd;75000;0;2010;0;0;NA;VfL Wolfsburg II;VfL Wolfsburg;-
VfL Wolfsburg;VfL Wolfsburg;13595;Tolga Cigerci;18;mid;NA;0;2010;0;0;NA;VfL Wolfsburg U19;VfL Wolfsburg;-
MSV Duisburg;VfL Wolfsburg;13596;Caiuby;21;fwd;1,00E+06;0;2010;1;0;NA;MSV Duisburg;VfL Wolfsburg;Leih-Ende30.06.2010
Alemannia Aachen;VfL Wolfsburg;13597;Daniel Adlung;22;mid;9,00E+05;0;2010;1;0;NA;Alemannia Aachen;VfL Wolfsburg;Leih-Ende30.06.2010
SC Paderborn 07;VfL Wolfsburg;13598;Mahir Saglik;27;fwd;1400000;0;2010;1;0;NA;SC Paderborn 07;VfL Wolfsburg;Leih-Ende30.06.2010
FSV Frankfurt;VfL Wolfsburg;13599;Vlad Munteanu;29;mid;4,00E+05;0;2010;1;0;NA;FSV Frankfurt;VfL Wolfsburg;Leih-Ende30.06.2010
VfL Wolfsburg;Manchester City;13600;Edin Dzeko;24;fwd;3,00E+07;37000000;2010;0;0;NA;VfL Wolfsburg;Manchester City;37,00 Mio. €
VfL Wolfsburg;Rubin Kazan;13601;Obafemi Martins;25;fwd;10500000;9000000;2010;0;0;NA;VfL Wolfsburg;Rubin Kazan;9,00 Mio. €
VfL Wolfsburg;Galatasaray Istanbul;13602;Zvjezdan Misimovic;28;mid;14500000;8500000;2010;0;0;NA;VfL Wolfsburg;Galatasaray Istanbul;8,50 Mio. €
VfL Wolfsburg;Clube Atlético Mineiro;13603;Réver;25;def;4,00E+06;3000000;2010;0;0;NA;VfL Wolfsburg;Clube Atlético Mineiro;3,00 Mio. €
VfL Wolfsburg;1.FC Kaiserslautern;13604;Jan Simunek;23;def;3,00E+06;850000;2010;0;0;NA;VfL Wolfsburg;1.FC Kaiserslautern;850 Tsd. €
VfL Wolfsburg;Kayserispor;13605;Jonathan Santana;28;mid;1500000;600000;2010;0;0;NA;VfL Wolfsburg;Kayserispor;600 Tsd. €
VfL Wolfsburg;Juventus Turin;13606;Andrea Barzagli;29;def;8500000;300000;2010;0;0;NA;VfL Wolfsburg;Juventus Turin;300 Tsd. €
VfL Wolfsburg;VfL Bochum;13607;Mahir Saglik;27;fwd;1400000;200000;2010;0;0;NA;VfL Wolfsburg;VfL Bochum;200 Tsd. €
VfL Wolfsburg;FC Energie Cottbus;13608;Daniel Adlung;22;mid;9,00E+05;150000;2010;0;0;NA;VfL Wolfsburg;FC Energie Cottbus;150 Tsd. €
VfL Wolfsburg;SG Dynamo Dresden;13609;Alexander Esswein;20;fwd;350000;50000;2010;0;0;NA;VfL Wolfsburg;SG Dynamo Dresden;50 Tsd. €
VfL Wolfsburg;1.FC Nürnberg;13610;Nassim Ben Khalifa;19;fwd;1750000;0;2010;0;1;NA;VfL Wolfsburg;1.FC Nürnberg;Leihe
VfL Wolfsburg;Kayserispor;13611;Karim Ziani;28;mid;3500000;0;2010;0;1;NA;VfL Wolfsburg;Kayserispor;Leihe
VfL Wolfsburg;Dinamo Bukarest;13612;Vlad Munteanu;29;mid;4,00E+05;0;2010;0;0;NA;VfL Wolfsburg;Dinamo Bukarest;ablösefrei
VfL Wolfsburg;FC Ingolstadt 04;13613;Caiuby;22;fwd;750000;0;2010;0;1;NA;VfL Wolfsburg;FC Ingolstadt 04;Leihe
VfL Wolfsburg;VfB Stuttgart;13614;Christian Gentner;24;mid;7,00E+06;0;2010;0;0;NA;VfL Wolfsburg;VfB Stuttgart;ablösefrei
VfL Wolfsburg;RasenBallsport Leipzig;13615;Alexander Laas;26;mid;250000;0;2010;0;0;NA;VfL Wolfsburg;RasenBallsport Leipzig;ablösefrei
FC Santos;SV Werder Bremen;13616;Wesley;23;mid;6,00E+06;7500000;2010;0;0;NA;FC Santos;SV Werder Bremen;7,50 Mio. €
FC Twente Enschede;SV Werder Bremen;13617;Marko Arnautovic;21;fwd;6500000;6200000;2010;0;0;NA;FC Twente Enschede;SV Werder Bremen;6,20 Mio. €
IF Elfsborg Boras;SV Werder Bremen;13618;Denni Avdic;22;fwd;2,00E+06;2200000;2010;0;0;NA;IF Elfsborg Boras;SV Werder Bremen;2,20 Mio. €
FC Hansa Rostock;SV Werder Bremen;13619;Felix Kroos;19;mid;5,00E+05;240000;2010;0;0;NA;FC Hansa Rostock;SV Werder Bremen;240 Tsd. €
FC Schalke 04;SV Werder Bremen;13620;Predrag Stevanovic;19;mid;50000;100000;2010;0;0;NA;FC Schalke 04 II;SV Werder Bremen;100 Tsd. €
FC Arsenal;SV Werder Bremen;13621;Mikaël Silvestre;33;def;2500000;0;2010;0;0;NA;FC Arsenal;SV Werder Bremen;ablösefrei
FC São Paulo;SV Werder Bremen;13622;Samuel Jesus;24;def;250000;0;2010;0;0;NA;FC São Paulo;SV Werder Bremen;ablösefrei
SV Werder Bremen;SV Werder Bremen;13623;Florian Trinks;18;mid;1,00E+05;0;2010;0;0;NA;SV Werder Bremen U19;SV Werder Bremen;-
SV Werder Bremen;SV Werder Bremen;13624;Felix Wiedwald;20;gkp;2,00E+05;0;2010;0;0;NA;SV Werder Bremen II;SV Werder Bremen;-
SV Werder Bremen;SV Werder Bremen;13625;Lennart Thy;18;fwd;2,00E+05;0;2010;0;0;NA;SV Werder Bremen U19;SV Werder Bremen;-
Vasco da Gama Rio de Janeiro;SV Werder Bremen;13626;Carlos Alberto;25;mid;3,00E+06;0;2010;1;0;NA;Vasco da Gama Rio de Janeiro;SV Werder Bremen;Leih-Ende30.06.2010
Fortuna Düsseldorf;SV Werder Bremen;13627;Martin Harnik;23;fwd;1600000;0;2010;1;0;NA;Fortuna Düsseldorf;SV Werder Bremen;Leih-Ende30.06.2010
Fortuna Düsseldorf;SV Werder Bremen;13628;Torsten Oehrl;24;fwd;450000;0;2010;1;0;NA;Fortuna Düsseldorf;SV Werder Bremen;Leih-Ende30.06.2010
MSV Duisburg;SV Werder Bremen;13629;Kevin Schindler;22;mid;6,00E+05;0;2010;1;0;NA;MSV Duisburg;SV Werder Bremen;Leih-Ende30.06.2010
Genclerbirligi Ankara;SV Werder Bremen;13630;Jurica Vranjes;30;mid;1,00E+06;0;2010;1;0;NA;Genclerbirligi Ankara;SV Werder Bremen;Leih-Ende30.06.2010
SV Werder Bremen;Real Madrid;13631;Mesut Özil;21;mid;2,70E+07;18000000;2010;0;0;NA;SV Werder Bremen;Real Madrid;18,00 Mio. €
SV Werder Bremen;Besiktas Istanbul;13632;Hugo Almeida;26;fwd;8,00E+06;2000000;2010;0;0;NA;SV Werder Bremen;Besiktas Istanbul;2,00 Mio. €
SV Werder Bremen;Racing Santander;13633;Markus Rosenberg;27;fwd;3500000;750000;2010;0;1;750000;SV Werder Bremen;Racing Santander;Leihgebühr:750 Tsd. €
SV Werder Bremen;VfB Stuttgart;13634;Martin Harnik;23;fwd;1600000;300000;2010;0;0;NA;SV Werder Bremen;VfB Stuttgart;300 Tsd. €
SV Werder Bremen;FC Augsburg;13635;Torsten Oehrl;24;fwd;450000;200000;2010;0;0;NA;SV Werder Bremen;FC Augsburg;200 Tsd. €
SV Werder Bremen;Hertha BSC;13636;Peter Niemeyer;26;mid;1500000;200000;2010;0;1;200000;SV Werder Bremen;Hertha BSC;Leihgebühr:200 Tsd. €
SV Werder Bremen;SK Sturm Graz;13637;Timo Perthel;21;def;250000;50000;2010;0;1;50000;SV Werder Bremen;SK Sturm Graz;Leihgebühr:50 Tsd. €
SV Werder Bremen;Vasco da Gama Rio de Janeiro;13638;Carlos Alberto;25;mid;3,00E+06;0;2010;0;0;NA;SV Werder Bremen;Vasco da Gama Rio de Janeiro;ablösefrei
